Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_Difference,Mechanical_Power,Thermal_Load_Index,Torque_Speed_Interaction,Temperature_Ratio,Wear_Load_Index,Machine failure
L,300.3,309.6,1600,34.6,177,9.300000000000011,5797.285643424365,53914.75648384666,55360.0,1.030969030969031,6124.2,0
L,300.3,309.6,1468,44.7,179,9.300000000000011,6871.668443050027,63906.51652036533,65619.6,1.030969030969031,8001.3,0
L,300.3,309.6,1435,45.4,181,9.300000000000011,6822.387326290715,63448.20213450372,65149.0,1.030969030969031,8217.4,0
M,300.2,309.5,1564,33.4,183,9.300000000000011,5470.308680038739,50873.870724360335,52237.6,1.0309793471019322,6112.2,0
M,300.2,309.4,1329,53.6,186,9.199999999999989,7459.648924095893,68628.77010168212,71234.40000000001,1.0306462358427715,9969.6,0
L,300.1,309.3,1570,36.8,189,9.199999999999989,6050.288571793461,55662.65486049977,57775.99999999999,1.0306564478507163,6955.2,0
M,300.2,309.4,1433,48.8,191,9.199999999999989,7323.094363419855,67372.46814346258,69930.4,1.0306462358427715,9320.8,0
L,300.2,309.4,1527,37.0,194,9.199999999999989,5916.561444505657,54432.36528945198,56499.0,1.0306462358427715,7178.0,0
M,300.1,309.3,1443,50.3,196,9.199999999999989,7600.863513874752,69927.94432764764,72582.9,1.0306564478507163,9858.8,0
L,300.1,309.3,1616,32.0,199,9.199999999999989,5415.267976747846,49820.46538608012,51712.0,1.0306564478507163,6368.0,0
L,300.1,309.3,1654,31.0,201,9.199999999999989,5369.400724005435,49398.48666084994,51274.0,1.0306564478507163,6231.0,0
L,300.1,309.3,1685,27.1,203,9.199999999999989,4781.870537906584,43993.20894874052,45663.5,1.0306564478507163,5501.3,0
M,300.2,309.4,1456,48.8,205,9.199999999999989,7440.631816566162,68453.8127124086,71052.8,1.0306462358427715,10004.0,0
M,300.2,309.4,1752,27.8,208,9.199999999999989,5100.438504956101,46924.03424559607,48705.6,1.0306462358427715,5782.400000000001,0
M,300.1,309.2,1438,51.0,211,9.099999999999966,7679.937400965608,69887.43034878677,73338.0,1.0303232255914694,10761.0,0
L,300.1,309.1,1551,33.7,214,9.0,5473.565464422962,49262.08917980666,52268.700000000004,1.0299900033322227,7211.8,0
L,300.1,309.2,1599,30.1,216,9.099999999999966,5040.151341933713,45865.37721159662,48129.9,1.0303232255914694,6501.6,0
M,300.1,309.2,1732,33.7,218,9.099999999999966,6112.32455472635,55622.15344800957,58368.4,1.0303232255914694,7346.6,0
M,300.1,309.2,1418,39.8,221,9.099999999999966,5910.005987835166,53781.05448929981,56436.399999999994,1.0303232255914694,8795.8,0
L,300.0,309.1,1401,44.5,0,9.100000000000023,6528.700773057629,59411.17703482457,62344.5,1.0303333333333333,0.0,0
L,300.0,309.0,1454,51.7,2,9.0,7871.9724879040405,70847.75239113637,75171.8,1.03,103.4,0
M,300.0,309.2,1635,32.4,4,9.199999999999989,5547.424307708857,51036.30363092142,52974.0,1.0306666666666666,129.6,0
L,300.0,309.1,1489,40.3,7,9.100000000000023,6283.886929538888,57183.37105880402,60006.7,1.0303333333333333,282.09999999999997,0
L,300.0,309.1,1465,40.6,9,9.100000000000023,6228.626314762243,56680.49946433655,59479.0,1.0303333333333333,365.40000000000003,0
M,300.0,309.1,1463,45.7,11,9.100000000000023,7001.468579520845,63713.36407363985,66859.1,1.0303333333333333,502.70000000000005,0
H,300.1,309.1,1560,35.4,14,9.0,5783.0437567280915,52047.39381055282,55224.0,1.0299900033322227,495.59999999999997,0
M,300.1,309.2,1454,44.4,19,9.099999999999966,6760.456063112947,61520.15017432759,64557.6,1.0303232255914694,843.6,0
L,300.2,309.1,1479,47.0,22,8.900000000000034,7279.3843376329105,64786.520604933154,69513.0,1.0296469020652899,1034.0,0
L,300.2,309.2,1430,43.4,24,9.0,6499.117442236325,58492.05698012692,62062.0,1.0299800133244503,1041.6,0
M,300.1,309.1,1533,38.0,26,9.0,6100.34461474066,54903.10153266594,58254.0,1.0299900033322227,988.0,0
L,300.1,309.0,1404,54.8,29,8.899999999999977,8057.0541831025275,71707.7822296123,76939.2,1.0296567810729755,1589.1999999999998,0
M,300.1,308.9,1548,38.4,31,8.799999999999955,6224.87734752896,54778.92065825457,59443.2,1.0293235588137286,1190.3999999999999,0
M,300.1,309.0,1612,33.0,34,8.899999999999977,5570.672093345421,49578.98163077412,53196.0,1.0296567810729755,1122.0,0
M,300.2,309.0,1642,31.2,37,8.800000000000011,5364.834942682219,47210.54749560358,51230.4,1.0293137908061294,1154.3999999999999,0
M,300.2,309.1,1406,42.2,40,8.900000000000034,6213.358174465798,55298.88775274581,59333.200000000004,1.0296469020652899,1688.0,0
L,300.3,309.2,1587,31.4,43,8.899999999999977,5218.373893171861,46443.52764922944,49831.799999999996,1.0296370296370296,1350.2,0
M,300.3,309.2,1364,47.6,45,8.899999999999977,6799.076708801078,60511.78270832944,64926.4,1.0296370296370296,2142.0,0
L,300.3,309.2,1462,51.4,48,8.899999999999977,7869.354494026049,70037.25499683166,75146.8,1.0296370296370296,2467.2,0
L,300.3,309.2,1649,32.4,50,8.899999999999977,5594.925188631135,49794.83417881697,53427.6,1.0296370296370296,1620.0,0
L,300.4,309.2,1752,29.0,52,8.800000000000011,5320.601318119674,46821.291599453194,50808.0,1.0292942743009321,1508.0,0
H,300.4,309.3,1396,51.2,54,8.900000000000034,7484.865441128705,66615.30242604573,71475.2,1.0296271637816246,2764.8,0
M,300.5,309.4,2179,16.3,59,8.899999999999977,3719.4048464135403,33102.703133080424,35517.700000000004,1.0296173044925123,961.7,0
L,300.5,309.5,1653,27.6,62,9.0,4777.608443873213,42998.47599485892,45622.8,1.0299500831946755,1711.2,0
L,300.6,309.5,2025,21.4,64,8.899999999999977,4538.030588110456,40388.472234182955,43335.0,1.0296074517631404,1369.6,0
L,300.6,309.6,1426,53.6,66,9.0,8004.107874914028,72036.97087422624,76433.6,1.029940119760479,3537.6,0
M,300.6,309.6,1503,38.4,68,9.0,6043.921610682187,54395.29449613968,57715.2,1.029940119760479,2611.2,0
M,300.7,309.6,1525,36.5,71,8.900000000000034,5828.963369348062,51877.77398719795,55662.5,1.0295976055869638,2591.5,0
L,300.6,309.6,1423,49.1,74,9.0,7316.695986382044,65850.2638774384,69869.3,1.029940119760479,3633.4,0
M,300.7,309.7,1435,44.7,76,9.0,6717.196332273017,60454.76699045715,64144.50000000001,1.0299301629531095,3397.2000000000003,0
H,300.6,309.5,1495,36.5,79,8.899999999999977,5714.295237492034,50857.22761367897,54567.5,1.0296074517631404,2883.5,0
M,300.6,309.5,1557,33.8,84,8.899999999999977,5511.044664780286,49048.29751654442,52626.6,1.0296074517631404,2839.2,0
L,300.6,309.4,1474,40.7,87,8.799999999999955,6282.326605187606,55284.474125650646,59991.8,1.0292747837658016,3540.9,0
L,300.5,309.3,1465,46.0,89,8.800000000000011,7057.064297513873,62102.16581812216,67390.0,1.0292845257903493,4094.0,0
M,300.5,309.3,1589,34.9,91,8.800000000000011,5807.349211891365,51104.67306464408,55456.1,1.0292845257903493,3175.9,0
L,300.5,309.3,1475,46.8,94,8.800000000000011,7228.804695910114,63613.48132400908,69030.0,1.0292845257903493,4399.2,0
L,300.6,309.4,1442,43.2,96,8.799999999999955,6523.454313326134,57406.397957269684,62294.4,1.0292747837658016,4147.200000000001,0
L,300.6,309.4,1556,36.0,98,8.799999999999955,5865.981802782861,51620.63986448891,56016.0,1.0292747837658016,3528.0,0
L,300.7,309.3,1425,45.3,100,8.600000000000023,6759.921992361837,58135.32913431195,64552.49999999999,1.0285999334885267,4530.0,0
L,300.7,309.3,1580,38.3,102,8.600000000000023,6337.011261311091,54498.29684727553,60513.99999999999,1.0285999334885267,3906.6,0
H,300.8,309.4,1474,40.7,104,8.599999999999966,6282.326605187606,54028.0088046132,59991.8,1.0285904255319147,4232.8,0
L,300.8,309.4,1489,38.4,109,8.599999999999966,5987.6242703298585,51493.56872483658,57177.6,1.0285904255319147,4185.599999999999,0
L,300.8,309.4,1946,20.5,111,8.599999999999966,4177.585190988587,35927.2326425017,39893.0,1.0285904255319147,2275.5,0
M,300.8,309.4,1342,62.4,113,8.599999999999966,8769.316069524406,75416.11819790959,83740.8,1.0285904255319147,7051.2,1
M,300.9,309.5,1758,26.8,116,8.600000000000023,4933.808430609699,42430.75250324352,47114.4,1.028580923894982,3108.8,0
M,300.9,309.4,1724,25.6,119,8.5,4621.743560353113,39284.820263001464,44134.4,1.0282485875706215,3046.4,0
L,301.0,309.5,1430,48.5,122,8.5,7262.838616324004,61734.128238754034,69355.0,1.0282392026578073,5917.0,0
L,300.9,309.5,1612,35.2,124,8.600000000000023,5942.050232901783,51101.63200295546,56742.4,1.028580923894982,4364.8,0
H,300.9,309.5,1469,43.4,126,8.600000000000023,6676.366099751861,57416.74845786615,63754.6,1.028580923894982,5468.4,0
L,300.9,309.6,1384,42.4,131,8.700000000000045,6145.122782029826,53462.56820365977,58681.6,1.028913260219342,5554.4,0
L,301.0,309.6,1724,28.1,133,8.600000000000023,5073.085704918846,43628.537062302195,48444.4,1.0285714285714287,3737.3,0
M,301.0,309.6,1397,48.0,135,8.600000000000023,7022.087899303906,60389.95593401375,67056.0,1.0285714285714287,6480.0,0
M,301.0,309.6,1588,32.7,138,8.600000000000023,5437.845555951645,46765.47178118427,51927.600000000006,1.0285714285714287,4512.6,0
L,301.0,309.7,1468,42.0,141,8.699999999999989,6456.601221657743,56172.43062842229,61656.0,1.0289036544850498,5922.0,0
M,301.0,309.8,1594,31.1,143,8.800000000000011,5191.314308448942,45683.56591435075,49573.4,1.0292358803986712,4447.3,0
M,301.0,309.7,1511,39.3,146,8.699999999999989,6218.499914442172,54100.949255646825,59382.299999999996,1.0289036544850498,5737.799999999999,0
L,301.1,309.8,1493,38.9,149,8.699999999999989,6081.882521913064,52912.377940643586,58077.7,1.0288940551311856,5796.099999999999,0
H,301.2,309.8,1709,27.0,151,8.600000000000023,4832.083660486461,41555.91948018367,46143.0,1.0285524568393094,4077.0,0
L,301.1,309.6,1501,36.1,156,8.5,5674.355122889396,48232.01854455986,54186.1,1.0282298239787446,5631.6,0
L,301.1,309.7,1668,30.8,158,8.599999999999966,5379.914587419449,46267.26545180708,51374.4,1.028561939554965,4866.400000000001,0
L,301.1,309.6,1502,48.9,160,8.5,7691.435630077747,65377.20285566085,73447.8,1.0282298239787446,7824.0,0
M,301.0,309.7,1288,58.4,162,8.699999999999989,7876.936204296712,68529.3449773813,75219.2,1.0289036544850498,9460.8,0
L,301.0,309.7,1491,42.9,165,8.699999999999989,6698.2839444984065,58275.07031713606,63963.9,1.0289036544850498,7078.5,0
L,301.1,309.8,1519,39.6,167,8.699999999999989,6299.144597859822,54802.558001380385,60152.4,1.0288940551311856,6613.2,0
L,301.2,309.9,1984,19.7,169,8.699999999999989,4092.9506849008776,35608.67095863759,39084.799999999996,1.0288844621513944,3329.2999999999997,0
L,301.2,309.9,1643,32.9,171,8.699999999999989,5660.594947066672,49247.17603947998,54054.7,1.0288844621513944,5625.9,0
M,301.2,310.0,1625,31.6,173,8.800000000000011,5377.359425394529,47320.76294347192,51350.0,1.0292164674634794,5466.8,0
M,301.3,310.0,2068,17.8,176,8.699999999999989,3854.776073856724,33536.551842553454,36810.4,1.0288748755393295,3132.8,0
H,301.3,310.1,1469,39.7,179,8.800000000000011,6107.182814749975,53743.20876979984,58319.3,1.0292067706604713,7106.3,0
L,301.3,310.1,1558,36.3,184,8.800000000000011,5922.467638694406,52117.715220510836,56555.399999999994,1.0292067706604713,6679.2,0
L,301.3,310.0,1344,54.8,186,8.699999999999989,7712.735628269085,67100.79996594095,73651.2,1.0288748755393295,10192.8,0
H,301.3,310.1,1455,44.1,188,8.800000000000011,6719.39544713053,59130.67993474874,64165.5,1.0292067706604713,8290.800000000001,0
L,301.3,310.1,1355,53.6,193,8.800000000000011,7605.586374830649,66929.1600985098,72628.0,1.0292067706604713,10344.800000000001,0
L,301.3,310.1,1269,56.8,195,8.800000000000011,7548.116173220979,66423.4223243447,72079.2,1.0292067706604713,11076.0,1
L,301.3,310.0,1550,41.5,197,8.699999999999989,6736.098248072115,58604.05475822732,64325.0,1.0288748755393295,8175.5,0
M,301.3,310.1,1525,37.8,199,8.800000000000011,6036.570283872787,53121.81849808059,57644.99999999999,1.0292067706604713,7522.2,0
M,301.3,310.0,1696,32.4,202,8.699999999999989,5754.392431727351,50063.21415602789,54950.399999999994,1.0288748755393295,6544.799999999999,0
L,301.4,310.1,1937,21.8,205,8.700000000000045,4421.9592115358255,38471.045140361886,42226.6,1.028865295288653,4469.0,0
M,301.4,310.0,1689,32.1,207,8.600000000000023,5677.580491347082,48827.19222558504,54216.9,1.0285335102853352,6644.700000000001,0
M,301.3,310.0,1593,30.8,210,8.699999999999989,5138.011953093035,44700.703991909344,49064.4,1.0288748755393295,6468.0,0
M,301.3,309.9,1565,36.0,213,8.599999999999966,5899.911003441632,50739.23462959783,56340.0,1.0285429804181878,7668.0,0
L,301.3,310.0,1665,31.4,0,8.699999999999989,5474.853517410932,47631.225601475046,52281.0,1.0288748755393295,0.0,0
H,301.3,310.0,1532,36.3,2,8.699999999999989,5823.633133812471,50665.60826416843,55611.6,1.0288748755393295,72.6,0
L,301.3,310.0,1438,40.9,7,8.699999999999989,6159.008621558693,53583.375007560564,58814.2,1.0288748755393295,286.3,0
L,301.3,310.1,1531,41.6,9,8.800000000000011,6669.559315669083,58692.121977888004,63689.6,1.0292067706604713,374.40000000000003,0
L,301.3,310.0,1506,40.8,11,8.699999999999989,6434.4844093764705,55980.01436157522,61444.799999999996,1.0288748755393295,448.79999999999995,0
L,301.2,309.9,1382,52.4,13,8.699999999999989,7583.469562549378,65976.1851941795,72416.8,1.0288844621513944,681.1999999999999,0
M,301.2,309.9,1456,50.8,15,8.699999999999989,7745.575743474611,67386.50896822903,73964.8,1.0288844621513944,762.0,0
M,301.2,310.0,1445,45.6,18,8.800000000000011,6900.194104344622,60721.70811823275,65892.0,1.0292164674634794,820.8000000000001,0
L,301.2,309.9,1515,40.9,21,8.699999999999989,6488.802546357038,56452.58215330616,61963.5,1.0288844621513944,858.9,0
L,301.2,309.9,1449,45.5,23,8.699999999999989,6904.1210951616085,60065.853527905914,65929.5,1.0288844621513944,1046.5,0
H,301.2,309.9,1362,50.7,25,8.699999999999989,7231.255138179915,62911.91970216518,69053.40000000001,1.0288844621513944,1267.5,0
L,301.2,309.9,1687,29.7,30,8.699999999999989,5246.868138539921,45647.752805297256,50103.9,1.0288844621513944,891.0,0
L,301.2,310.0,1618,37.6,32,8.800000000000011,6370.814798263717,56063.17022472079,60836.8,1.0292164674634794,1203.2,0
M,301.2,310.1,1558,32.6,34,8.900000000000034,5318.800138331616,47337.32123115156,50790.8,1.0295484727755646,1108.4,0
L,301.3,310.1,1662,31.0,37,8.800000000000011,5395.37122327511,47479.26676482103,51522.0,1.0292067706604713,1147.0,0
M,301.2,310.1,1295,56.6,39,8.900000000000034,7675.643891005702,68313.23062995101,73297.0,1.0295484727755646,2207.4,0
L,301.2,310.2,1385,42.3,42,9.0,6135.059213562827,55215.53292206544,58585.49999999999,1.0298804780876494,1776.6,0
M,301.2,310.1,1479,45.5,44,8.900000000000034,7047.063560899945,62718.86569200975,67294.5,1.0295484727755646,2002.0,0
L,301.3,310.3,1400,44.3,47,9.0,6494.719212521299,58452.472912691686,62019.99999999999,1.0298705609027548,2082.1,0
M,301.2,310.3,1357,54.5,49,9.100000000000023,7744.706569507118,70476.82978251495,73956.5,1.0302124833997344,2670.5,0
L,301.1,310.2,1657,34.1,52,9.099999999999966,5917.05362735472,53845.188008927755,56503.700000000004,1.0302225174360677,1773.2,0
L,301.1,310.2,1496,43.4,54,9.099999999999966,6799.076708801078,61871.598050089575,64926.4,1.0302225174360677,2343.6,0
M,301.2,310.3,1379,43.2,56,9.100000000000023,6238.449027792468,56769.8861529116,59572.8,1.0302124833997344,2419.2000000000003,0
L,301.2,310.3,1548,38.6,59,9.100000000000023,6257.298583714006,56941.41711179759,59752.8,1.0302124833997344,2277.4,0
L,301.2,310.3,1499,38.1,61,9.100000000000023,5980.744182418497,54424.77206000846,57111.9,1.0302124833997344,2324.1,0
L,301.3,310.5,1390,45.8,63,9.199999999999989,6666.669050427779,61333.3552639355,63661.99999999999,1.0305343511450382,2885.3999999999996,0
H,301.3,310.4,1538,38.4,65,9.099999999999966,6184.66496156301,56280.45115022318,59059.2,1.0302024560238963,2496.0,0
L,301.3,310.5,1365,47.7,70,9.199999999999989,6818.3556157186085,62728.87166461112,65110.50000000001,1.0305343511450382,3339.0,0
L,301.3,310.5,1503,48.6,72,9.199999999999989,7649.338288519644,70373.91225438064,73045.8,1.0305343511450382,3499.2000000000003,0
L,301.2,310.4,1390,49.9,74,9.199999999999989,7263.466934854721,66823.89580066335,69361.0,1.0305444887118194,3692.6,0
L,301.2,310.3,1497,45.7,76,9.100000000000023,7164.182135025772,65194.05742873469,68412.90000000001,1.0302124833997344,3473.2000000000003,0
M,301.3,310.4,1577,48.3,78,9.099999999999966,7976.409499684876,72585.3264471321,76169.09999999999,1.0302024560238963,3767.3999999999996,0
L,301.4,310.5,1432,54.3,81,9.100000000000023,8142.756830692455,74099.08715930152,77757.59999999999,1.0301924353019245,4398.3,0
M,301.4,310.5,1563,39.9,83,9.100000000000023,6530.711392355925,59429.47367043907,62363.7,1.0301924353019245,3311.7,0
L,301.4,310.4,1433,43.4,86,9.0,6512.751954352904,58614.76758917614,62192.2,1.0298606502986065,3732.4,0
L,301.3,310.4,1384,50.1,88,9.099999999999966,7261.100268389017,66076.01244233981,69338.40000000001,1.0302024560238963,4408.8,0
L,301.3,310.4,1346,46.7,90,9.099999999999966,6582.495311262598,59900.707332489415,62858.200000000004,1.0302024560238963,4203.0,0
L,301.3,310.4,1459,44.7,92,9.099999999999966,6829.539685565387,62148.81113864479,65217.3,1.0302024560238963,4112.400000000001,0
L,301.4,310.4,1639,28.9,94,9.0,4960.2711127284365,44642.44001455593,47367.1,1.0298606502986065,2716.6,0
L,301.4,310.4,1737,31.9,96,9.0,5802.553047106883,52222.97742396195,55410.299999999996,1.0298606502986065,3062.3999999999996,0
L,301.4,310.5,1489,43.5,98,9.100000000000023,6782.855618733042,61723.98613047084,64771.5,1.0301924353019245,4263.0,0
M,301.5,310.6,1492,43.0,100,9.100000000000023,6718.400609456892,61137.44554605787,64156.0,1.0301824212271975,4300.0,0
M,301.4,310.5,1217,60.6,103,9.100000000000023,7723.102884025932,70280.23624463617,73750.2,1.0301924353019245,6241.8,0
L,301.5,310.5,1636,28.7,106,9.0,4916.9276060844095,44252.34845475969,46953.2,1.0298507462686568,3042.2,0
L,301.4,310.4,1436,49.7,108,9.0,7473.765147086021,67263.88632377419,71369.2,1.0298606502986065,5367.6,0
L,301.4,310.4,1689,30.6,110,9.0,5412.272991751423,48710.45692576281,51683.4,1.0298606502986065,3366.0,0
L,301.5,310.5,2289,16.4,112,9.0,3931.13771928998,35380.23947360982,37539.6,1.0298507462686568,1836.7999999999997,0
L,301.5,310.6,1522,41.0,114,9.100000000000023,6534.722158977009,59465.97164669093,62402.0,1.0301824212271975,4674.0,0
L,301.5,310.5,1351,52.9,116,9.0,7484.100986916333,67356.908882247,71467.9,1.0298507462686568,6136.4,0
L,301.5,310.5,1589,36.7,118,9.0,6106.868655484615,54961.81789936154,58316.3,1.0298507462686568,4330.6,0
L,301.5,310.6,1578,34.1,120,9.100000000000023,5634.949079037869,51278.03661924473,53809.8,1.0301824212271975,4092.0,0
L,301.5,310.6,1587,33.7,122,9.100000000000023,5600.611471334132,50965.56438914073,53481.9,1.0301824212271975,4111.400000000001,0
L,301.5,310.6,1962,20.2,124,9.100000000000023,4150.295222804404,37767.68652752017,39632.4,1.0301824212271975,2504.7999999999997,0
M,301.5,310.6,2432,14.2,126,9.100000000000023,3616.4339112043785,32909.54859195993,34534.4,1.0301824212271975,1789.1999999999998,0
L,301.6,310.6,1418,43.9,129,9.0,6518.825700149844,58669.431301348595,62250.2,1.029840848806366,5663.099999999999,0
L,301.6,310.7,1683,29.7,131,9.099999999999966,5234.427431631705,47633.28962784834,49985.1,1.0301724137931034,3890.7,0
L,301.7,310.8,1385,50.7,133,9.100000000000023,7353.368844624949,66915.6564860872,70219.5,1.0301624129930396,6743.1,0
L,301.7,310.8,1559,44.5,135,9.100000000000023,7264.9853713039565,66111.36687886617,69375.5,1.0301624129930396,6007.5,0
M,301.7,310.8,1671,31.6,137,9.100000000000023,5529.580061436467,50319.178559071974,52803.600000000006,1.0301624129930396,4329.2,0
M,301.6,310.8,1343,49.5,140,9.199999999999989,6961.612240722302,64046.8326146451,66478.5,1.030503978779841,6930.0,0
M,301.6,310.8,1548,34.2,143,9.199999999999989,5544.031387642981,51005.08876631536,52941.600000000006,1.030503978779841,4890.6,0
